"","county","state","fips","forest.area","land.water","pct.forest","year"
"2428","Ziebach","South Dakota",46137,"5,963","1,261,516",0.47,2018
"2429","Anderson","Tennessee",47001,"133,951","220,660",60.7,2016
"2430","Bedford","Tennessee",47003,"99,986","303,880",32.9,2016
"2431","Benton","Tennessee",47005,"169,124","279,195",60.58,2016
"2432","Bledsoe","Tennessee",47007,"188,741","260,320",72.5,2016
"2433","Blount","Tennessee",47009,"259,617","362,660",71.59,2016
"2434","Bradley","Tennessee",47011,"43,022","212,160",20.28,2016
"2435","Campbell","Tennessee",47013,"219,519","318,898",68.84,2016
"2436","Cannon","Tennessee",47015,"87,996","170,053",51.75,2016
"2437","Carroll","Tennessee",47017,"187,254","383,941",48.77,2016
"2438","Carter","Tennessee",47019,"139,056","222,517",62.49,2016
"2439","Cheatham","Tennessee",47021,"114,135","196,619",58.05,2016
"2440","Chester","Tennessee",47023,"116,719","183,087",63.75,2016
"2441","Claiborne","Tennessee",47025,"140,386","282,572",49.68,2016
"2442","Clay","Tennessee",47027,"84,425","165,933",50.88,2016
"2443","Cocke","Tennessee",47029,"180,664","283,736",63.67,2016
"2444","Coffee","Tennessee",47031,"116,864","278,190",42.01,2016
"2445","Crockett","Tennessee",47033,"10,802","169,954",6.36,2016
"2446","Cumberland","Tennessee",47035,"321,831","438,264",73.43,2016
"2447","Davidson","Tennessee",47037,"126,448","336,577",37.57,2016
"2448","Decatur","Tennessee",47039,"159,538","220,689",72.29,2016
"2449","DeKalb","Tennessee",47041,"145,034","210,511",68.9,2016
"2450","Dickson","Tennessee",47043,"183,385","314,457",58.32,2016
"2451","Dyer","Tennessee",47045,"51,290","336,970",15.22,2016
"2452","Fayette","Tennessee",47047,"228,397","452,011",50.53,2016
"2453","Fentress","Tennessee",47049,"238,424","319,401",74.65,2016
"2454","Franklin","Tennessee",47051,"171,784","368,443",46.62,2016
"2455","Gibson","Tennessee",47053,"68,251","386,314",17.67,2016
"2456","Giles","Tennessee",47055,"225,507","391,167",57.65,2016
"2457","Grainger","Tennessee",47057,"108,844","193,507",56.25,2016
"2458","Greene","Tennessee",47059,"160,484","399,419",40.18,2016
"2459","Grundy","Tennessee",47061,"169,996","231,135",73.55,2016
"2460","Hamblen","Tennessee",47063,"24,348","112,355",21.67,2016
"2461","Hamilton","Tennessee",47065,"183,012","368,483",49.67,2016
"2462","Hancock","Tennessee",47067,"89,176","143,049",62.34,2016
"2463","Hardeman","Tennessee",47069,"258,587","429,049",60.27,2016
"2464","Hardin","Tennessee",47071,"272,352","381,681",71.36,2016
"2465","Hawkins","Tennessee",47073,"185,623","319,686",58.06,2016
"2466","Haywood","Tennessee",47075,"96,939","341,844",28.36,2016
"2467","Henderson","Tennessee",47077,"195,859","336,603",58.19,2016
"2468","Henry","Tennessee",47079,"173,025","379,815",45.56,2016
"2469","Hickman","Tennessee",47081,"304,634","391,953",77.72,2016
"2470","Houston","Tennessee",47083,"82,317","132,480",62.14,2016
"2471","Humphreys","Tennessee",47085,"207,803","356,346",58.31,2016
"2472","Jackson","Tennessee",47087,"133,356","204,503",65.21,2016
"2473","Jefferson","Tennessee",47089,"84,209","201,125",41.87,2016
"2474","Johnson","Tennessee",47091,"147,014","193,724",75.89,2016
"2475","Knox","Tennessee",47093,"91,727","336,530",27.26,2016
"2476","Lake","Tennessee",47095,"24,197","123,927",19.53,2016
"2477","Lauderdale","Tennessee",47097,"92,161","324,664",28.39,2016
"2478","Lawrence","Tennessee",47099,"159,241","395,479",40.27,2016
"2479","Lewis","Tennessee",47101,"156,425","180,846",86.5,2016
"2480","Lincoln","Tennessee",47103,"137,906","365,252",37.76,2016
"2481","Loudon","Tennessee",47105,"55,619","158,316",35.13,2016
"2482","McMinn","Tennessee",47107,"168,348","276,646",60.85,2016
"2483","McNairy","Tennessee",47109,"228,069","360,599",63.25,2016
"2484","Macon","Tennessee",47111,"87,635","196,601",44.58,2016
"2485","Madison","Tennessee",47113,"157,120","357,532",43.95,2016
"2486","Marion","Tennessee",47115,"266,624","327,946",81.3,2016
"2487","Marshall","Tennessee",47117,"130,154","240,734",54.07,2016
"2488","Maury","Tennessee",47119,"133,164","393,988",33.8,2016
"2489","Meigs","Tennessee",47121,"64,104","138,620",46.24,2016
"2490","Monroe","Tennessee",47123,"253,168","417,640",60.62,2016
"2491","Montgomery","Tennessee",47125,"137,885","348,102",39.61,2016
"2492","Moore","Tennessee",47127,"28,024","83,443",33.58,2016
"2493","Morgan","Tennessee",47129,"265,929","334,372",79.53,2016
"2494","Obion","Tennessee",47131,"91,397","355,505",25.71,2016
"2495","Overton","Tennessee",47133,"146,314","278,294",52.58,2016
"2496","Perry","Tennessee",47135,"192,955","270,625",71.3,2016
"2497","Pickett","Tennessee",47137,"66,736","111,721",59.73,2016
"2498","Polk","Tennessee",47139,"211,923","283,093",74.86,2016
"2499","Putnam","Tennessee",47141,"124,296","257,668",48.24,2016
"2500","Rhea","Tennessee",47143,"129,912","215,372",60.32,2016
"2501","Roane","Tennessee",47145,"175,103","252,807",69.26,2016
"2502","Robertson","Tennessee",47147,"32,001","304,937",10.49,2016
"2503","Rutherford","Tennessee",47149,"149,013","399,396",37.31,2016
"2504","Scott","Tennessee",47151,"304,650","341,253",89.27,2016
"2505","Sequatchie","Tennessee",47153,"122,994","170,216",72.26,2016
"2506","Sevier","Tennessee",47155,"272,799","382,566",71.31,2016
"2507","Shelby","Tennessee",47157,"158,230","501,562",31.55,2016
"2508","Smith","Tennessee",47159,"105,789","208,229",50.8,2016
"2509","Stewart","Tennessee",47161,"202,771","315,635",64.24,2016
"2510","Sullivan","Tennessee",47163,"126,386","275,078",45.95,2016
"2511","Sumner","Tennessee",47165,"94,952","347,662",27.31,2016
"2512","Tipton","Tennessee",47167,"51,246","302,995",16.91,2016
"2513","Trousdale","Tennessee",47169,"40,186","74,653",53.83,2016
"2514","Unicoi","Tennessee",47171,"109,085","119,358",91.39,2016
"2515","Union","Tennessee",47173,"115,648","158,226",73.09,2016
"2516","Van Buren","Tennessee",47175,"121,704","175,684",69.27,2016
"2517","Warren","Tennessee",47177,"105,098","277,800",37.83,2016
"2518","Washington","Tennessee",47179,"77,487","211,069",36.71,2016
"2519","Wayne","Tennessee",47181,"347,496","470,884",73.8,2016
"2520","Weakley","Tennessee",47183,"103,003","372,237",27.67,2016
"2521","White","Tennessee",47185,"140,406","242,803",57.83,2016
"2522","Williamson","Tennessee",47187,"143,591","373,584",38.44,2016
"2523","Wilson","Tennessee",47189,"129,108","373,179",34.6,2016
"2524","Anderson","Texas",48001,"430,610","689,788",62.43,2016
"2525","Andrews","Texas",48003,"405,075","960,689",42.17,2016
"2526","Angelina","Texas",48005,"389,919","553,261",70.48,2016
"2527","Aransas","Texas",48007,"41,752","168,795",24.74,2016
"2528","Archer","Texas",48009,"283,256","592,527",47.8,2016
"2529","Armstrong","Texas",48011,"144,238","584,844",24.66,2016
"2530","Atascosa","Texas",48013,"253,190","782,000",32.38,2016
"2531","Austin","Texas",48015,"71,794","420,253",17.08,2016
"2532","Bailey","Texas",48017,"12,106","529,581",2.29,2016
"2533","Bandera","Texas",48019,"376,446","510,432",73.75,2016
"2534","Bastrop","Texas",48021,"210,269","573,210",36.68,2016
"2535","Baylor","Texas",48023,"317,879","576,656",55.12,2016
"2536","Bee","Texas",48025,"244,883","563,437",43.46,2016
"2537","Bell","Texas",48027,"210,862","696,253",30.29,2016
"2538","Bexar","Texas",48029,"198,052","803,784",24.64,2016
"2539","Blanco","Texas",48031,"279,174","456,561",61.15,2016
"2540","Borden","Texas",48033,"275,419","579,870",47.5,2016
"2541","Bosque","Texas",48035,"345,855","641,660",53.9,2016
"2542","Bowie","Texas",48037,"285,041","591,095",48.22,2016
"2543","Brazoria","Texas",48039,"240,016","922,318",26.02,2016
"2544","Brazos","Texas",48041,"111,202","377,730",29.44,2016
"2545","Brewster","Texas",48043,"383,383","3,963,124",9.67,2016
"2546","Briscoe","Texas",48045,"213,793","577,019",37.05,2016
"2547","Brooks","Texas",48047,"278,963","603,934",46.19,2016
"2548","Brown","Texas",48049,"425,630","612,511",69.49,2016
"2549","Burleson","Texas",48051,"126,751","433,659",29.23,2016
"2550","Burnet","Texas",48053,"369,780","653,549",56.58,2016
"2551","Caldwell","Texas",48055,"131,679","350,016",37.62,2016
"2552","Calhoun","Texas",48057,"77,216","348,657",22.15,2016
"2553","Callahan","Texas",48059,"416,311","576,806",72.18,2016
"2554","Cameron","Texas",48061,"40,429","607,823",6.65,2016
"2555","Camp","Texas",48063,"37,078","130,020",28.52,2016
"2556","Carson","Texas",48065,"0","591,417",0,2016
"2557","Cass","Texas",48067,"415,405","614,558",67.59,2016
"2558","Castro","Texas",48069,"0","575,509",0,2016
"2559","Chambers","Texas",48071,"37,667","403,673",9.33,2016
"2560","Cherokee","Texas",48073,"400,563","679,731",58.93,2016
"2561","Childress","Texas",48075,"103,733","456,774",22.71,2016
"2562","Clay","Texas",48077,"302,208","713,488",42.36,2016
"2563","Cochran","Texas",48079,"65,284","496,218",13.16,2016
"2564","Coke","Texas",48081,"381,192","593,927",64.18,2016
"2565","Coleman","Texas",48083,"493,823","820,072",60.22,2016
"2566","Collin","Texas",48085,"77,133","567,300",13.6,2016
"2567","Collingsworth","Texas",48087,"72,912","588,375",12.39,2016
"2568","Colorado","Texas",48089,"112,998","622,983",18.14,2016
"2569","Comal","Texas",48091,"167,198","368,045",45.43,2016
"2570","Comanche","Texas",48093,"260,296","606,521",42.92,2016
"2571","Concho","Texas",48095,"369,049","635,867",58.04,2016
"2572","Cooke","Texas",48097,"139,620","574,693",24.29,2016
"2573","Coryell","Texas",48099,"327,716","676,307",48.46,2016
"2574","Cottle","Texas",48101,"196,326","576,977",34.03,2016
"2575","Crane","Texas",48103,"279,235","502,604",55.56,2016
"2576","Crockett","Texas",48105,"1,511,080","1,796,403",84.12,2016
"2577","Crosby","Texas",48107,"93,739","577,080",16.24,2016
"2578","Culberson","Texas",48109,"186,298","2,440,186",7.63,2016
"2579","Dallam","Texas",48111,"0","963,402",0,2016
"2580","Dallas","Texas",48113,"100,739","581,425",17.33,2016
"2581","Dawson","Texas",48115,"29,378","577,380",5.09,2016
"2582","Deaf Smith","Texas",48117,"32,642","958,957",3.4,2016
"2583","Delta","Texas",48119,"36,091","177,860",20.29,2016
"2584","Denton","Texas",48121,"108,593","610,071",17.8,2016
"2585","DeWitt","Texas",48123,"204,865","582,756",35.15,2016
"2586","Dickens","Texas",48125,"234,492","579,361",40.47,2016
"2587","Dimmit","Texas",48127,"450,653","854,068",52.77,2016
"2588","Donley","Texas",48129,"97,451","597,096",16.32,2016
"2589","Duval","Texas",48131,"484,409","1,149,221",42.15,2016
"2590","Eastland","Texas",48133,"381,767","596,445",64.01,2016
"2591","Ector","Texas",48135,"302,722","577,162",52.45,2016
"2592","Edwards","Texas",48137,"1,001,863","1,356,706",73.85,2016
"2593","Ellis","Texas",48139,"109,027","608,995",17.9,2016
"2594","El Paso","Texas",48141,"122,153","649,645",18.8,2016
"2595","Erath","Texas",48143,"318,256","697,479",45.63,2016
"2596","Falls","Texas",48145,"51,060","495,269",10.31,2016
"2597","Fannin","Texas",48147,"161,537","575,422",28.07,2016
"2598","Fayette","Texas",48149,"206,048","614,307",33.54,2016
"2599","Fisher","Texas",48151,"186,269","577,097",32.28,2016
"2600","Floyd","Texas",48153,"52,769","635,226",8.31,2016
"2601","Foard","Texas",48155,"195,651","452,921",43.2,2016
"2602","Fort Bend","Texas",48157,"64,755","566,806",11.42,2016
"2603","Franklin","Texas",48159,"85,779","188,698",45.46,2016
"2604","Freestone","Texas",48161,"254,657","570,955",44.6,2016
"2605","Frio","Texas",48163,"366,666","726,041",50.5,2016
"2606","Gaines","Texas",48165,"71,769","961,839",7.46,2016
"2607","Galveston","Texas",48167,"8,295","264,710",3.13,2016
"2608","Garza","Texas",48169,"288,047","573,491",50.23,2016
"2609","Gillespie","Texas",48171,"468,154","679,354",68.91,2016
"2610","Glasscock","Texas",48173,"271,520","576,587",47.09,2016
"2611","Goliad","Texas",48175,"197,063","549,920",35.83,2016
"2612","Gonzales","Texas",48177,"225,072","684,733",32.87,2016
"2613","Gray","Texas",48179,"26,079","594,789",4.38,2016
"2614","Grayson","Texas",48181,"205,376","626,687",32.77,2016
"2615","Gregg","Texas",48183,"88,438","176,915",49.99,2016
"2616","Grimes","Texas",48185,"143,877","512,864",28.05,2016
"2617","Guadalupe","Texas",48187,"102,180","457,467",22.34,2016
"2618","Hale","Texas",48189,"1,900","643,104",0.3,2016
"2619","Hall","Texas",48191,"192,655","578,595",33.3,2016
"2620","Hamilton","Texas",48193,"246,391","535,290",46.03,2016
"2621","Hansford","Texas",48195,"0","589,051",0,2016
"2622","Hardeman","Texas",48197,"118,609","446,070",26.59,2016
"2623","Hardin","Texas",48199,"489,836","574,219",85.3,2016
"2624","Harris","Texas",48201,"208,739","1,137,515",18.35,2016
"2625","Harrison","Texas",48203,"379,350","585,593",64.78,2016
"2626","Hartley","Texas",48205,"6,528","936,428",0.7,2016
"2627","Haskell","Texas",48207,"215,502","582,573",36.99,2016
"2628","Hays","Texas",48209,"222,028","434,829",51.06,2016
"2629","Hemphill","Texas",48211,"13,057","583,829",2.24,2016
"2630","Henderson","Texas",48213,"195,580","606,599",32.24,2016
"2631","Hidalgo","Texas",48215,"209,798","1,012,922",20.71,2016
"2632","Hill","Texas",48217,"206,716","630,945",32.76,2016
"2633","Hockley","Texas",48219,"54,239","581,506",9.33,2016
"2634","Hood","Texas",48221,"101,638","279,518",36.36,2016
"2635","Hopkins","Texas",48223,"176,103","507,345",34.71,2016
"2636","Houston","Texas",48225,"398,415","791,541",50.33,2016
"2637","Howard","Texas",48227,"199,244","578,692",34.43,2016
"2638","Hudspeth","Texas",48229,"231,145","2,925,875",7.9,2016
"2639","Hunt","Texas",48231,"114,697","564,507",20.32,2016
"2640","Hutchinson","Texas",48233,"57,284","572,806",10,2016
"2641","Irion","Texas",48235,"547,305","673,026",81.32,2016
"2642","Jack","Texas",48237,"407,572","588,931",69.21,2016
"2643","Jackson","Texas",48239,"130,255","544,836",23.91,2016
"2644","Jasper","Texas",48241,"540,395","620,605",87.08,2016
"2645","Jeff Davis","Texas",48243,"280,167","1,449,356",19.33,2016
"2646","Jefferson","Texas",48245,"71,895","632,190",11.37,2016
"2647","Jim Hogg","Texas",48247,"414,149","727,150",56.96,2016
"2648","Jim Wells","Texas",48249,"256,047","555,760",46.07,2016
"2649","Johnson","Texas",48251,"69,583","469,872",14.81,2016
"2650","Jones","Texas",48253,"121,671","599,767",20.29,2016
"2651","Karnes","Texas",48255,"102,426","482,269",21.24,2016
"2652","Kaufman","Texas",48257,"152,461","517,001",29.49,2016
"2653","Kendall","Texas",48259,"245,718","424,382",57.9,2016
"2654","Kenedy","Texas",48261,"390,922","916,737",42.64,2016
"2655","Kent","Texas",48263,"259,071","577,855",44.83,2016
"2656","Kerr","Texas",48265,"495,765","708,921",69.93,2016
"2657","Kimble","Texas",48267,"643,162","800,542",80.34,2016
"2658","King","Texas",48269,"299,062","584,546",51.16,2016
"2659","Kinney","Texas",48271,"353,113","873,695",40.42,2016
"2660","Kleberg","Texas",48273,"154,552","564,414",27.38,2016
"2661","Knox","Texas",48275,"285,128","547,499",52.08,2016
"2662","Lamar","Texas",48277,"166,772","596,807",27.94,2016
"2663","Lamb","Texas",48279,"5,880","651,358",0.9,2016
"2664","Lampasas","Texas",48281,"237,782","456,931",52.04,2016
"2665","La Salle","Texas",48283,"415,865","956,131",43.49,2016
"2666","Lavaca","Texas",48285,"206,993","621,077",33.33,2016
"2667","Lee","Texas",48287,"126,451","405,782",31.16,2016
"2668","Leon","Texas",48289,"318,105","691,475",46,2016
"2669","Liberty","Texas",48291,"406,701","752,896",54.02,2016
"2670","Limestone","Texas",48293,"216,942","597,204",36.33,2016
"2671","Lipscomb","Texas",48295,"0","596,563",0,2016
"2672","Live Oak","Texas",48297,"247,673","690,486",35.87,2016
"2673","Llano","Texas",48299,"443,317","618,239",71.71,2016
"2674","Loving","Texas",48301,"163,837","433,008",37.84,2016
"2675","Lubbock","Texas",48303,"0","576,481",0,2016
"2676","Lynn","Texas",48305,"41,887","571,779",7.33,2016
"2677","McCulloch","Texas",48307,"418,295","687,136",60.88,2016
"2678","McLennan","Texas",48309,"120,589","678,536",17.77,2016
"2679","McMullen","Texas",48311,"291,071","740,176",39.32,2016
"2680","Madison","Texas",48313,"63,191","302,451",20.89,2016
"2681","Marion","Texas",48315,"216,934","268,997",80.65,2016
"2682","Martin","Texas",48317,"105,762","585,990",18.05,2016
"2683","Mason","Texas",48319,"471,345","596,702",78.99,2016
"2684","Matagorda","Texas",48321,"66,499","729,816",9.11,2016
"2685","Maverick","Texas",48323,"397,505","826,692",48.08,2016
"2686","Medina","Texas",48325,"389,788","854,099",45.64,2016
"2687","Menard","Texas",48327,"539,578","577,481",93.44,2016
"2688","Midland","Texas",48329,"229,548","577,291",39.76,2016
"2689","Milam","Texas",48331,"196,880","654,142",30.1,2016
"2690","Mills","Texas",48333,"213,548","479,928",44.5,2016
"2691","Mitchell","Texas",48335,"210,804","586,167",35.96,2016
"2692","Montague","Texas",48337,"256,673","600,609",42.74,2016
"2693","Montgomery","Texas",48339,"365,499","689,093",53.04,2016
"2694","Moore","Texas",48341,"16,511","582,114",2.84,2016
"2695","Morris","Texas",48343,"65,119","165,543",39.34,2016
"2696","Motley","Texas",48345,"267,845","633,530",42.28,2016
"2697","Nacogdoches","Texas",48347,"446,933","628,037",71.16,2016
"2698","Navarro","Texas",48349,"240,684","695,439",34.61,2016
"2699","Newton","Texas",48351,"543,912","601,280",90.46,2016
"2700","Nolan","Texas",48353,"324,442","584,907",55.47,2016
"2701","Nueces","Texas",48355,"33,180","540,244",6.14,2016
"2702","Ochiltree","Texas",48357,"4,701","587,649",0.8,2016
"2703","Oldham","Texas",48359,"212,173","960,940",22.08,2016
"2704","Orange","Texas",48361,"115,453","242,949",47.52,2016
"2705","Palo Pinto","Texas",48363,"472,394","630,728",74.9,2016
"2706","Panola","Texas",48365,"386,216","525,708",73.47,2016
"2707","Parker","Texas",48367,"165,952","582,446",28.49,2016
"2708","Parmer","Texas",48369,"0","566,517",0,2016
"2709","Pecos","Texas",48371,"1,395,744","3,050,029",45.76,2016
"2710","Polk","Texas",48373,"578,394","710,277",81.43,2016
"2711","Potter","Texas",48375,"136,688","590,044",23.17,2016
"2712","Presidio","Texas",48377,"145,768","2,468,242",5.91,2016
"2713","Rains","Texas",48379,"34,996","165,639",21.13,2016
"2714","Randall","Texas",48381,"11,981","590,441",2.03,2016
"2715","Reagan","Texas",48383,"500,098","752,589",66.45,2016
"2716","Real","Texas",48385,"283,381","448,072",63.24,2016
"2717","Red River","Texas",48387,"320,660","676,756",47.38,2016
"2718","Reeves","Texas",48389,"402,771","1,691,206",23.82,2016
"2719","Refugio","Texas",48391,"265,731","497,307",53.43,2016
"2720","Roberts","Texas",48393,"14,689","591,471",2.48,2016
"2721","Robertson","Texas",48395,"171,759","553,634",31.02,2016
"2722","Rockwall","Texas",48397,"5,623","95,165",5.91,2016
"2723","Runnels","Texas",48399,"176,951","676,545",26.16,2016
"2724","Rusk","Texas",48401,"314,325","600,586",52.34,2016
"2725","Sabine","Texas",48403,"279,635","369,074",75.77,2016
"2726","San Augustine","Texas",48405,"275,508","379,005",72.69,2016
"2727","San Jacinto","Texas",48407,"273,938","401,886",68.16,2016
"2728","San Patricio","Texas",48409,"70,965","451,079",15.73,2016
"2729","San Saba","Texas",48411,"502,221","728,490",68.94,2016
"2730","Schleicher","Texas",48413,"616,105","838,842",73.45,2016
"2731","Scurry","Texas",48415,"196,099","580,913",33.76,2016
"2732","Shackelford","Texas",48417,"460,274","585,945",78.55,2016
"2733","Shelby","Texas",48419,"315,625","534,109",59.09,2016
"2734","Sherman","Texas",48421,"0","590,855",0,2016
"2735","Smith","Texas",48423,"242,363","607,706",39.88,2016
"2736","Somervell","Texas",48425,"74,822","122,934",60.86,2016
"2737","Starr","Texas",48427,"187,077","786,828",23.78,2016
"2738","Stephens","Texas",48429,"483,115","589,741",81.92,2016
"2739","Sterling","Texas",48431,"403,679","591,010",68.3,2016
"2740","Stonewall","Texas",48433,"357,171","588,951",60.65,2016
"2741","Sutton","Texas",48435,"671,386","930,846",72.13,2016
"2742","Swisher","Texas",48437,"12,200","576,387",2.12,2016
"2743","Tarrant","Texas",48439,"97,467","577,371",16.88,2016
"2744","Taylor","Texas",48441,"247,638","588,365",42.09,2016
"2745","Terrell","Texas",48443,"580,974","1,509,232",38.49,2016
"2746","Terry","Texas",48445,"12,214","570,169",2.14,2016
"2747","Throckmorton","Texas",48447,"321,345","585,919",54.84,2016
"2748","Titus","Texas",48449,"100,980","272,476",37.06,2016
"2749","Tom Green","Texas",48451,"461,203","986,069",46.77,2016
"2750","Travis","Texas",48453,"260,987","654,934",39.85,2016
"2751","Trinity","Texas",48455,"338,171","456,920",74.01,2016
"2752","Tyler","Texas",48457,"527,363","598,830",88.07,2016
"2753","Upshur","Texas",48459,"194,368","379,251",51.25,2016
"2754","Upton","Texas",48461,"404,273","794,787",50.87,2016
"2755","Uvalde","Texas",48463,"555,916","997,549",55.73,2016
"2756","Val Verde","Texas",48465,"708,741","2,068,798",34.26,2016
"2757","Van Zandt","Texas",48467,"147,484","550,036",26.81,2016
"2758","Victoria","Texas",48469,"184,899","568,419",32.53,2016
"2759","Walker","Texas",48471,"338,902","512,973",66.07,2016
"2760","Waller","Texas",48473,"79,340","331,604",23.93,2016
"2761","Ward","Texas",48475,"302,643","534,679",56.6,2016
"2762","Washington","Texas",48477,"111,606","398,042",28.04,2016
"2763","Webb","Texas",48479,"865,831","2,160,314",40.08,2016
"2764","Wharton","Texas",48481,"42,825","700,416",6.11,2016
"2765","Wheeler","Texas",48483,"10,325","585,793",1.76,2016
"2766","Wichita","Texas",48485,"123,293","405,234",30.43,2016
"2767","Wilbarger","Texas",48487,"171,980","625,982",27.47,2016
"2768","Willacy","Texas",48489,"81,793","386,976",21.14,2016
"2769","Williamson","Texas",48491,"160,549","726,196",22.11,2016
"2770","Wilson","Texas",48493,"201,383","517,376",38.92,2016
"2771","Winkler","Texas",48495,"218,558","538,339",40.6,2016
"2772","Wise","Texas",48497,"159,213","590,471",26.96,2016
"2773","Wood","Texas",48499,"257,038","445,407",57.71,2016
"2774","Yoakum","Texas",48501,"31,010","511,921",6.06,2016
"2775","Young","Texas",48503,"327,995","595,709",55.06,2016
"2776","Zapata","Texas",48505,"260,650","679,925",38.34,2016
"2777","Zavala","Texas",48507,"451,209","833,090",54.16,2016
"2778","Beaver","Utah",49001,"758,179","1,659,052",45.7,2018
"2779","Box Elder","Utah",49003,"321,238","4,306,671",7.46,2018
"2780","Cache","Utah",49005,"299,043","750,668",39.84,2018
"2781","Carbon","Utah",49007,"505,576","950,133",53.21,2018
"2782","Daggett","Utah",49009,"322,727","461,189",69.98,2018
"2783","Davis","Utah",49011,"18,284","405,738",4.51,2018
"2784","Duchesne","Utah",49013,"1,137,050","2,083,770",54.57,2018
"2785","Emery","Utah",49015,"645,292","2,862,254",22.54,2018
"2786","Garfield","Utah",49017,"1,619,256","3,333,240",48.58,2018
"2787","Grand","Utah",49019,"972,093","2,357,295",41.24,2018
"2788","Iron","Utah",49021,"886,602","2,113,219",41.96,2018
"2789","Juab","Utah",49023,"472,974","2,179,929",21.7,2018
"2790","Kane","Utah",49025,"1,355,449","2,629,418",51.55,2018
"2791","Millard","Utah",49027,"648,420","4,369,866",14.84,2018
"2792","Morgan","Utah",49029,"185,751","390,905",47.52,2018
"2793","Piute","Utah",49031,"233,168","490,086",47.58,2018
"2794","Rich","Utah",49033,"97,512","695,279",14.02,2018
"2795","Salt Lake","Utah",49035,"165,630","516,765",32.05,2018
"2796","San Juan","Utah",49037,"1,649,155","5,077,270",32.48,2018
"2797","Sanpete","Utah",49039,"539,175","1,025,817",52.56,2018
"2798","Sevier","Utah",49041,"644,862","1,227,683",52.53,2018
"2799","Summit","Utah",49043,"714,599","1,204,568",59.32,2018
"2800","Tooele","Utah",49045,"452,153","4,663,083",9.7,2018
"2801","Uintah","Utah",49047,"1,000,683","2,880,902",34.74,2018
"2802","Utah","Utah",49049,"669,280","1,371,394",48.8,2018
"2803","Wasatch","Utah",49051,"507,801","772,721",65.72,2018
"2804","Washington","Utah",49053,"761,457","1,555,111",48.96,2018
"2805","Wayne","Utah",49055,"286,989","1,578,545",18.18,2018
"2806","Weber","Utah",49057,"131,946","422,067",31.26,2018
"2807","Addison","Vermont",50001,"302,231","516,996",58.46,2018
"2808","Bennington","Vermont",50003,"355,960","433,648",82.08,2018
"2809","Caledonia","Vermont",50005,"307,605","420,786",73.1,2018
"2810","Chittenden","Vermont",50007,"203,447","396,426",51.32,2018
"2811","Essex","Vermont",50009,"401,032","431,199",93,2018
"2812","Franklin","Vermont",50011,"256,836","443,098",57.96,2018
"2813","Grand Isle","Vermont",50013,"19,254","124,495",15.47,2018
"2814","Lamoille","Vermont",50015,"259,597","296,788",87.47,2018
"2815","Orange","Vermont",50017,"331,774","442,887",74.91,2018
"2816","Orleans","Vermont",50019,"341,597","461,492",74.02,2018
"2817","Rutland","Vermont",50021,"439,159","604,751",72.62,2018
"2818","Washington","Vermont",50023,"327,149","444,922",73.53,2018
"2819","Windham","Vermont",50025,"442,100","510,789",86.55,2018
"2820","Windsor","Vermont",50027,"478,007","624,862",76.5,2018
"2821","Accomack","Virginia",51001,"105,399","290,326",36.3,2017
"2822","Albemarle","Virginia",51003,"297,924","464,701",64.11,2017
"2823","Alleghany","Virginia",51005,"252,070","287,228",87.76,2017
"2824","Amelia","Virginia",51007,"153,888","229,438",67.07,2017
"2825","Amherst","Virginia",51009,"239,721","306,385",78.24,2017
"2826","Appomattox","Virginia",51011,"127,885","214,204",59.7,2017
"2827","Arlington","Virginia",51013,"0","16,706",0,2017
"2828","Augusta","Virginia",51015,"334,467","621,345",53.83,2017
"2829","Bath","Virginia",51017,"283,253","342,105",82.8,2017
"2830","Bedford County","Virginia",51019,"295,520","496,681",59.5,2017
"2831","Bland","Virginia",51021,"161,126","229,603",70.18,2017
"2832","Botetourt","Virginia",51023,"261,053","349,384",74.72,2017
"2833","Brunswick","Virginia",51025,"262,602","364,404",72.06,2017
"2834","Buchanan","Virginia",51027,"297,138","322,468",92.14,2017
"2835","Buckingham","Virginia",51029,"322,800","373,441",86.44,2017
"2836","Campbell","Virginia",51031,"226,050","324,600",69.64,2017
"2837","Caroline","Virginia",51033,"250,129","344,459",72.61,2017
"2838","Carroll","Virginia",51035,"194,252","305,697",63.54,2017
"2839","Charles City","Virginia",51036,"93,613","119,868",78.1,2017
"2840","Charlotte","Virginia",51037,"218,129","305,604",71.38,2017
"2841","Chesterfield","Virginia",51041,"154,967","278,967",55.55,2017
"2842","Clarke","Virginia",51043,"27,702","114,045",24.29,2017
"2843","Craig","Virginia",51045,"157,072","211,632",74.22,2017
"2844","Culpeper","Virginia",51047,"99,862","244,732",40.8,2017
"2845","Cumberland","Virginia",51049,"115,433","191,852",60.17,2017
"2846","Dickenson","Virginia",51051,"196,368","213,540",91.96,2017
"2847","Dinwiddie","Virginia",51053,"237,800","324,504",73.28,2017
"2848","Essex","Virginia",51057,"93,668","168,055",55.74,2017
"2849","Fairfax County","Virginia",51059,"80,329","254,349",31.58,2017
"2850","Fauquier","Virginia",51061,"208,704","416,800",50.07,2017
"2851","Floyd","Virginia",51063,"123,477","244,050",50.59,2017
"2852","Fluvanna","Virginia",51065,"101,033","185,749",54.39,2017
"2853","Franklin County","Virginia",51067,"259,007","455,419",56.87,2017
"2854","Frederick","Virginia",51069,"168,182","266,063",63.21,2017
