county,state,pop
Jackson,Ohio,32524
Jefferson,Ohio,66886
Knox,Ohio,61215
Lake,Ohio,230052
Lawrence,Ohio,60622
Licking,Ohio,172293
Logan,Ohio,45307
Lorain,Ohio,306713
Lucas,Ohio,432379
Madison,Ohio,43988
Mahoning,Ohio,231064
Marion,Ohio,65344
Medina,Ohio,177257
Meigs,Ohio,23160
Mercer,Ohio,40806
Miami,Ohio,104800
Monroe,Ohio,14090
Montgomery,Ohio,532034
Morgan,Ohio,14702
Morrow,Ohio,34976
Muskingum,Ohio,86076
Noble,Ohio,14443
Ottawa,Ohio,40709
Paulding,Ohio,18872
Perry,Ohio,35985
Pickaway,Ohio,57420
Pike,Ohio,28214
Portage,Ohio,162644
Preble,Ohio,41207
Putnam,Ohio,33969
Richland,Ohio,121324
Ross,Ohio,77051
Sandusky,Ohio,59299
Scioto,Ohio,76377
Seneca,Ohio,55475
Shelby,Ohio,48797
Stark,Ohio,373475
Summit,Ohio,541810
Trumbull,Ohio,201794
Tuscarawas,Ohio,92526
Union,Ohio,55654
Van Wert,Ohio,28281
Vinton,Ohio,13111
Warren,Ohio,226564
Washington,Ohio,60671
Wayne,Ohio,116208
Williams,Ohio,36936
Wood,Ohio,129936
Wyandot,Ohio,22107
Adair,Oklahoma,22113
Alfalfa,Oklahoma,5857
Atoka,Oklahoma,13874
Beaver,Oklahoma,5415
Beckham,Oklahoma,22621
Blaine,Oklahoma,9634
Bryan,Oklahoma,45759
Caddo,Oklahoma,29342
Canadian,Oklahoma,136710
Carter,Oklahoma,48406
Cherokee,Oklahoma,48599
Choctaw,Oklahoma,14886
Cimarron,Oklahoma,2189
Cleveland,Oklahoma,276733
Coal,Oklahoma,5618
Comanche,Oklahoma,122561
Cotton,Oklahoma,5929
Craig,Oklahoma,14493
Creek,Oklahoma,71160
Custer,Oklahoma,29209
Delaware,Oklahoma,42112
Dewey,Oklahoma,4918
Ellis,Oklahoma,4072
Garfield,Oklahoma,62190
Garvin,Oklahoma,27823
Grady,Oklahoma,54733
Grant,Oklahoma,4418
Greer,Oklahoma,5943
Harmon,Oklahoma,2721
Harper,Oklahoma,3847
Haskell,Oklahoma,12704
Hughes,Oklahoma,13460
Jackson,Oklahoma,25384
Jefferson,Oklahoma,6223
Johnston,Oklahoma,11041
Kay,Oklahoma,44880
Kingfisher,Oklahoma,15618
Kiowa,Oklahoma,9001
Latimer,Oklahoma,10495
Le Flore,Oklahoma,49909
Lincoln,Oklahoma,34854
Logan,Oklahoma,46044
Love,Oklahoma,9933
McClain,Oklahoma,38634
McCurtain,Oklahoma,32966
McIntosh,Oklahoma,19819
Major,Oklahoma,7718
Marshall,Oklahoma,16376
Mayes,Oklahoma,40980
Murray,Oklahoma,13875
Muskogee,Oklahoma,69084
Noble,Oklahoma,11411
Nowata,Oklahoma,10383
Okfuskee,Oklahoma,12115
Oklahoma,Oklahoma,782051
Okmulgee,Oklahoma,38889
Osage,Oklahoma,47311
Ottawa,Oklahoma,31566
Pawnee,Oklahoma,16428
Payne,Oklahoma,81512
Pittsburg,Oklahoma,44382
Pontotoc,Oklahoma,38358
Pottawatomie,Oklahoma,72000
Pushmataha,Oklahoma,11119
Roger Mills,Oklahoma,3708
Rogers,Oklahoma,90814
Seminole,Oklahoma,25071
Sequoyah,Oklahoma,41359
Stephens,Oklahoma,43983
Texas,Oklahoma,21121
Tillman,Oklahoma,7515
Tulsa,Oklahoma,642781
Wagoner,Oklahoma,77850
Washington,Oklahoma,52001
Washita,Oklahoma,11432
Woods,Oklahoma,9127
Woodward,Oklahoma,20967
Baker,Oregon,15984
Benton,Oregon,89780
Clackamas,Oregon,405788
Clatsop,Oregon,38562
Columbia,Oregon,50851
Coos,Oregon,63308
Crook,Oregon,22337
Curry,Oregon,22507
Deschutes,Oregon,180640
Douglas,Oregon,108323
Gilliam,Oregon,1907
Grant,Oregon,7183
Harney,Oregon,7228
Hood River,Oregon,23131
Jackson,Oregon,214267
Jefferson,Oregon,23143
Josephine,Oregon,85481
Klamath,Oregon,66310
Lake,Oregon,7843
Lane,Oregon,368882
Lincoln,Oregon,47881
Linn,Oregon,122870
Malheur,Oregon,30431
Marion,Oregon,335553
Morrow,Oregon,11215
Multnomah,Oregon,798647
Polk,Oregon,81427
Sherman,Oregon,1605
Tillamook,Oregon,26076
Umatilla,Oregon,76898
Union,Oregon,26028
Wallowa,Oregon,6924
Wasco,Oregon,25866
Washington,Oregon,581821
Wheeler,Oregon,1426
Yamhill,Oregon,103820
Adams,Pennsylvania,102023
Allegheny,Pennsylvania,1225561
Armstrong,Pennsylvania,66331
Beaver,Pennsylvania,166896
Bedford,Pennsylvania,48611
Berks,Pennsylvania,416642
Blair,Pennsylvania,123842
Bradford,Pennsylvania,61304
Bucks,Pennsylvania,626370
Butler,Pennsylvania,186566
Cambria,Pennsylvania,134550
Cameron,Pennsylvania,4686
Carbon,Pennsylvania,63931
Centre,Pennsylvania,161443
Chester,Pennsylvania,517156
Clarion,Pennsylvania,38827
Clearfield,Pennsylvania,80216
Clinton,Pennsylvania,39074
Columbia,Pennsylvania,66220
Crawford,Pennsylvania,86164
Cumberland,Pennsylvania,247433
Dauphin,Pennsylvania,274515
Delaware,Pennsylvania,563527
Elk,Pennsylvania,30608
Erie,Pennsylvania,275972
Fayette,Pennsylvania,132289
Forest,Pennsylvania,7351
Franklin,Pennsylvania,153751
Fulton,Pennsylvania,14506
Greene,Pennsylvania,37144
Huntingdon,Pennsylvania,45421
Indiana,Pennsylvania,85755
Jefferson,Pennsylvania,44084
Juniata,Pennsylvania,24562
Lackawanna,Pennsylvania,211454
Lancaster,Pennsylvania,538347
Lawrence,Pennsylvania,87382
Lebanon,Pennsylvania,138674
Lehigh,Pennsylvania,362613
Luzerne,Pennsylvania,317884
Lycoming,Pennsylvania,114859
McKean,Pennsylvania,41806
Mercer,Pennsylvania,112630
Mifflin,Pennsylvania,46362
Monroe,Pennsylvania,167586
Montgomery,Pennsylvania,821301
Montour,Pennsylvania,18294
Northampton,Pennsylvania,301778
Northumberland,Pennsylvania,92325
Perry,Pennsylvania,45924
Philadelphia,Pennsylvania,1575522
Pike,Pennsylvania,55498
Potter,Pennsylvania,16937
Schuylkill,Pennsylvania,143555
Snyder,Pennsylvania,40466
Somerset,Pennsylvania,74949
Sullivan,Pennsylvania,6177
Susquehanna,Pennsylvania,41340
Tioga,Pennsylvania,41226
Union,Pennsylvania,45114
Venango,Pennsylvania,52376
Warren,Pennsylvania,40035
Washington,Pennsylvania,207547
Wayne,Pennsylvania,51536
Westmoreland,Pennsylvania,354751
Wyoming,Pennsylvania,27588
York,Pennsylvania,444014
Bristol,Rhode Island,48900
Kent,Rhode Island,163861
Newport,Rhode Island,83075
Providence,Rhode Island,634533
Washington,Rhode Island,126242
Abbeville,South Carolina,24657
Aiken,South Carolina,166926
Allendale,South Carolina,9214
Anderson,South Carolina,195995
Bamberg,South Carolina,14600
Barnwell,South Carolina,21577
Beaufort,South Carolina,182658
Berkeley,South Carolina,209065
Calhoun,South Carolina,14713
Charleston,South Carolina,394708
Cherokee,South Carolina,56711
Chester,South Carolina,32326
Chesterfield,South Carolina,46024
Clarendon,South Carolina,34017
Colleton,South Carolina,37568
Darlington,South Carolina,67253
Dillon,South Carolina,30871
Dorchester,South Carolina,155474
Edgefield,South Carolina,26769
Fairfield,South Carolina,22712
Florence,South Carolina,138561
Georgetown,South Carolina,61605
Greenville,South Carolina,498402
Greenwood,South Carolina,70264
Hampton,South Carolina,19807
Horry,South Carolina,320915
Jasper,South Carolina,27900
Kershaw,South Carolina,64361
Lancaster,South Carolina,89546
Laurens,South Carolina,66710
Lee,South Carolina,17606
Lexington,South Carolina,286316
McCormick,South Carolina,9606
Marion,South Carolina,31562
Marlboro,South Carolina,27131
Newberry,South Carolina,38068
Oconee,South Carolina,76696
Orangeburg,South Carolina,88454
Pickens,South Carolina,122746
Richland,South Carolina,408263
Saluda,South Carolina,20299
Spartanburg,South Carolina,302195
Sumter,South Carolina,106995
Union,South Carolina,27644
Williamsburg,South Carolina,31794
York,South Carolina,258641
Aurora,South Dakota,2759
Beadle,South Dakota,18374
Bennett,South Dakota,3437
Bon Homme,South Dakota,6969
Brookings,South Dakota,34239
Brown,South Dakota,38840
Brule,South Dakota,5256
Buffalo,South Dakota,2053
Butte,South Dakota,10177
Campbell,South Dakota,1435
Charles Mix,South Dakota,9344
Clark,South Dakota,3673
Clay,South Dakota,13925
Codington,South Dakota,27993
Corson,South Dakota,4168
Custer,South Dakota,8573
Davison,South Dakota,19901
Day,South Dakota,5506
Deuel,South Dakota,4306
Dewey,South Dakota,5779
Douglas,South Dakota,2930
Edmunds,South Dakota,3940
Fall River,South Dakota,6774
Faulk,South Dakota,2322
Grant,South Dakota,7217
Gregory,South Dakota,4201
Haakon,South Dakota,2082
Hamlin,South Dakota,6000
Hand,South Dakota,3301
Hanson,South Dakota,3397
Harding,South Dakota,1311
Hughes,South Dakota,17617
Hutchinson,South Dakota,7315
Hyde,South Dakota,1331
Jackson,South Dakota,3287
Jerauld,South Dakota,2029
Jones,South Dakota,735
Kingsbury,South Dakota,4967
Lake,South Dakota,12574
Lawrence,South Dakota,25234
Lincoln,South Dakota,54914
Lyman,South Dakota,3869
McCook,South Dakota,5511
McPherson,South Dakota,2364
Marshall,South Dakota,4895
Meade,South Dakota,27424
Mellette,South Dakota,2055
Miner,South Dakota,2229
Minnehaha,South Dakota,186749
Moody,South Dakota,6506
Oglala Lakota,South Dakota,14335
Pennington,South Dakota,109294
Perkins,South Dakota,2907
Potter,South Dakota,2326
Roberts,South Dakota,10285
Sanborn,South Dakota,2388
Spink,South Dakota,6543
Stanley,South Dakota,2997
Sully,South Dakota,1331
Todd,South Dakota,10146
Tripp,South Dakota,5468
Turner,South Dakota,8264
Union,South Dakota,15177
Walworth,South Dakota,5510
Yankton,South Dakota,22717
Ziebach,South Dakota,2814
Anderson,Tennessee,75775
Bedford,Tennessee,47558
Benton,Tennessee,16112
Bledsoe,Tennessee,14602
Blount,Tennessee,128443
Bradley,Tennessee,104557
Campbell,Tennessee,39687
Cannon,Tennessee,13976
Carroll,Tennessee,28018
Carter,Tennessee,56391
Cheatham,Tennessee,39929
Chester,Tennessee,17150
Claiborne,Tennessee,31613
Clay,Tennessee,7686
Cocke,Tennessee,35336
Coffee,Tennessee,54531
Crockett,Tennessee,14499
Cumberland,Tennessee,58634
Davidson,Tennessee,684017
Decatur,Tennessee,11683
DeKalb,Tennessee,19601
Dickson,Tennessee,51988
Dyer,Tennessee,37576
Fayette,Tennessee,39692
Fentress,Tennessee,17994
Franklin,Tennessee,41512
Gibson,Tennessee,49175
Giles,Tennessee,29167
Grainger,Tennessee,23013
Greene,Tennessee,68669
Grundy,Tennessee,13331
Hamblen,Tennessee,63740
Hamilton,Tennessee,357546
Hancock,Tennessee,6585
Hardeman,Tennessee,25562
Hardin,Tennessee,25771
Hawkins,Tennessee,56402
Haywood,Tennessee,17779
Henderson,Tennessee,27859
Henry,Tennessee,32279
Hickman,Tennessee,24678
Houston,Tennessee,8176
Humphreys,Tennessee,18318
Jackson,Tennessee,11615
Jefferson,Tennessee,53247
Johnson,Tennessee,17789
Knox,Tennessee,456185
Lake,Tennessee,7526
Lauderdale,Tennessee,26297
Lawrence,Tennessee,42937
Lewis,Tennessee,11956
Lincoln,Tennessee,33711
Loudon,Tennessee,51610
McMinn,Tennessee,52773
McNairy,Tennessee,25903
Macon,Tennessee,23487
Madison,Tennessee,97682
Marion,Tennessee,28417
Marshall,Tennessee,32269
Maury,Tennessee,89776
Meigs,Tennessee,11962
Monroe,Tennessee,45876
Montgomery,Tennessee,196387
Moore,Tennessee,6322
Morgan,Tennessee,21596
Obion,Tennessee,30520
Overton,Tennessee,22004
Perry,Tennessee,7912
Pickett,Tennessee,5088
Polk,Tennessee,16782
Putnam,Tennessee,76440
Rhea,Tennessee,32628
Roane,Tennessee,52897
Robertson,Tennessee,69344
Rutherford,Tennessee,307128
Scott,Tennessee,21954
Sequatchie,Tennessee,14730
Sevier,Tennessee,96287
Shelby,Tennessee,937005
Smith,Tennessee,19458
Stewart,Tennessee,13301
Sullivan,Tennessee,156734
Sumner,Tennessee,179473
Tipton,Tennessee,61446
Trousdale,Tennessee,9573
Unicoi,Tennessee,17780
Union,Tennessee,19293
Van Buren,Tennessee,5704
Warren,Tennessee,40454
Washington,Tennessee,127055
Wayne,Tennessee,16649
Weakley,Tennessee,33626
White,Tennessee,26580
Williamson,Tennessee,218648
Wilson,Tennessee,132663
Anderson,Texas,57863
Andrews,Texas,17818
Angelina,Texas,87607
Aransas,Texas,24763
Archer,Texas,8789
Armstrong,Texas,1916
Atascosa,Texas,48828
Austin,Texas,29565
Bailey,Texas,7092
Bandera,Texas,21763
Bastrop,Texas,82577
Baylor,Texas,3591
Bee,Texas,32691
Bell,Texas,342236
Bexar,Texas,1925865
Blanco,Texas,11279
Borden,Texas,665
Bosque,Texas,18122
Bowie,Texas,93858
Brazoria,Texas,353999
Brazos,Texas,219193
Brewster,Texas,9216
Briscoe,Texas,1546
Brooks,Texas,7180
Brown,Texas,37834
Burleson,Texas,17863
Burnet,Texas,45750
Caldwell,Texas,41401
Calhoun,Texas,21807
Callahan,Texas,13770
Cameron,Texas,421750
Camp,Texas,12813
Carson,Texas,6032
Cass,Texas,30087
Castro,Texas,7787
Chambers,Texas,40292
Cherokee,Texas,51903
Childress,Texas,7226
Clay,Texas,10387
Cochran,Texas,2904
Coke,Texas,3275
Coleman,Texas,8391
Collin,Texas,944350
Collingsworth,Texas,2996
Colorado,Texas,21022
Comal,Texas,135097
Comanche,Texas,13495
Concho,Texas,4233
Cooke,Texas,39571
Coryell,Texas,75389
Cottle,Texas,1623
Crane,Texas,4839
Crockett,Texas,3633
Crosby,Texas,5861
Culberson,Texas,2241
Dallam,Texas,7243
Dallas,Texas,2586552
Dawson,Texas,12964
Deaf Smith,Texas,18899
Delta,Texas,5215
Denton,Texas,807047
DeWitt,Texas,20435
Dickens,Texas,2216
Dimmit,Texas,10663
Donley,Texas,3387
Duval,Texas,11355
Eastland,Texas,18270
Ector,Texas,158342
Edwards,Texas,2055
Ellis,Texas,168838
El Paso,Texas,837654
Erath,Texas,41482
Falls,Texas,17299
Fannin,Texas,34175
Fayette,Texas,25066
Fisher,Texas,3883
Floyd,Texas,5872
Foard,Texas,1408
Fort Bend,Texas,739342
Franklin,Texas,10679
Freestone,Texas,19709
Frio,Texas,19394
Gaines,Texas,20321
Galveston,Texas,327089
Garza,Texas,6288
Gillespie,Texas,26208
Glasscock,Texas,1430
Goliad,Texas,7531
Gonzales,Texas,20667
Gray,Texas,22685
Grayson,Texas,128560
Gregg,Texas,123494
Grimes,Texas,27630
Guadalupe,Texas,155137
Hale,Texas,34113
Hall,Texas,3074
Hamilton,Texas,8269
Hansford,Texas,5547
Hardeman,Texas,3952
Hardin,Texas,56379
Harris,Texas,4602523
Harrison,Texas,66645
Hartley,Texas,5767
Haskell,Texas,5809
Hays,Texas,204150
Hemphill,Texas,4061
Henderson,Texas,80460
Hidalgo,Texas,849389
Hill,Texas,35399
Hockley,Texas,23162
Hood,Texas,56901
Hopkins,Texas,36240
Houston,Texas,22955
Howard,Texas,36667
Hudspeth,Texas,4098
Hunt,Texas,92152
Hutchinson,Texas,21571
Irion,Texas,1524
Jack,Texas,8842
Jackson,Texas,14820
Jasper,Texas,35504
Jeff Davis,Texas,2234
Jefferson,Texas,255210
Jim Hogg,Texas,5282
Jim Wells,Texas,41192
Johnson,Texas,163475
Jones,Texas,19891
Karnes,Texas,15387
Kaufman,Texas,118910
Kendall,Texas,41982
Kenedy,Texas,595
Kent,Texas,749
Kerr,Texas,51365
Kimble,Texas,4408
King,Texas,228
Kinney,Texas,3675
Kleberg,Texas,31425
Knox,Texas,3733
Lamar,Texas,49532
Lamb,Texas,13262
Lampasas,Texas,20640
La Salle,Texas,7409
Lavaca,Texas,19941
Lee,Texas,16952
Leon,Texas,17098
Liberty,Texas,81862
Limestone,Texas,23515
Lipscomb,Texas,3469
Live Oak,Texas,12123
Llano,Texas,20640
Loving,Texas,102
Lubbock,Texas,301454
Lynn,Texas,5808
McCulloch,Texas,8098
McLennan,Texas,248429
McMullen,Texas,662
Madison,Texas,14128
Marion,Texas,10083
Martin,Texas,5614
Mason,Texas,4161
Matagorda,Texas,36743
Maverick,Texas,57970
Medina,Texas,49334
Menard,Texas,2123
Midland,Texas,164194
Milam,Texas,24664
Mills,Texas,4902
Mitchell,Texas,8558
Montague,Texas,19409
Montgomery,Texas,554445
Moore,Texas,21801
Morris,Texas,12424
Motley,Texas,1156
Nacogdoches,Texas,65558
Navarro,Texas,48583
Newton,Texas,14057
Nolan,Texas,14966
Nueces,Texas,360486
Ochiltree,Texas,10348
Oldham,Texas,2090
Orange,Texas,84047
Palo Pinto,Texas,28317
Panola,Texas,23440
Parker,Texas,129802
Parmer,Texas,9852
Pecos,Texas,15797
Polk,Texas,47837
Potter,Texas,120899
Presidio,Texas,7123
Rains,Texas,11473
Randall,Texas,132475
Reagan,Texas,3752
Real,Texas,3389
Red River,Texas,12275
Reeves,Texas,15125
Refugio,Texas,7236
Roberts,Texas,885
Robertson,Texas,16890
Rockwall,Texas,93642
Runnels,Texas,10310
Rusk,Texas,53595
Sabine,Texas,10458
San Augustine,Texas,8327
San Jacinto,Texas,27819
San Patricio,Texas,67046
San Saba,Texas,5962
Schleicher,Texas,3061
Scurry,Texas,17239
Shackelford,Texas,3311
Shelby,Texas,25478
Sherman,Texas,3058
Smith,Texas,225015
Somervell,Texas,8743
Starr,Texas,63894
Stephens,Texas,9372
Sterling,Texas,1141
Stonewall,Texas,1385
Sutton,Texas,3865
Swisher,Texas,7484
Tarrant,Texas,2019977
Taylor,Texas,136348
Terrell,Texas,862
Terry,Texas,12615
Throckmorton,Texas,1567
Titus,Texas,32730
Tom Green,Texas,117466
Travis,Texas,1203166
Trinity,Texas,14569
Tyler,Texas,21496
Upshur,Texas,40769
Upton,Texas,3634
Uvalde,Texas,27009
Val Verde,Texas,49027
Van Zandt,Texas,54368
Victoria,Texas,91970
Walker,Texas,71539
Waller,Texas,49987
Ward,Texas,11586
Washington,Texas,34796
Webb,Texas,272053
Wharton,Texas,41551
Wheeler,Texas,5482
Wichita,Texas,131818
Wilbarger,Texas,12906
Willacy,Texas,21754
Williamson,Texas,527057
Wilson,Texas,48198
Winkler,Texas,7802
Wise,Texas,64639
Wood,Texas,43815
Yoakum,Texas,8571
Young,Texas,18114
Zapata,Texas,14369
Zavala,Texas,12131
Beaver,Utah,6443
Box Elder,Utah,53001
Cache,Utah,122336
Carbon,Utah,20356
Daggett,Utah,612
Davis,Utah,340621
Duchesne,Utah,20219
Emery,Utah,10248
Garfield,Utah,5017
Grand,Utah,9616
Iron,Utah,49691
Juab,Utah,10948
Kane,Utah,7350
Millard,Utah,12733
Morgan,Utah,11391
Piute,Utah,1904
Rich,Utah,2350
Salt Lake,Utah,1120805
San Juan,Utah,15281
Sanpete,Utah,29366
Sevier,Utah,21118
Summit,Utah,40511
Tooele,Utah,65185
Uintah,Utah,36323
Utah,Utah,590440
Wasatch,Utah,30523
Washington,Utah,160537
Wayne,Utah,2694
Weber,Utah,247731
Addison,Vermont,36939
Bennington,Vermont,35920
Caledonia,Vermont,30425
Chittenden,Vermont,162052
Essex,Vermont,6208
Franklin,Vermont,49025
Grand Isle,Vermont,6965
Lamoille,Vermont,25268
Orange,Vermont,28937
Orleans,Vermont,26911
Rutland,Vermont,59273
Washington,Vermont,58477
Windham,Vermont,43150
Windsor,Vermont,55427
Accomack,Virginia,32742
Albemarle,Virginia,106355
Alleghany,Virginia,15286
Amelia,Virginia,12854
Amherst,Virginia,31882
Appomattox,Virginia,15577
Arlington,Virginia,231803
Augusta,Virginia,74701
Bath,Virginia,4393
Bedford,Virginia,77908
Bland,Virginia,6447
Botetourt,Virginia,33222
Brunswick,Virginia,16665
Buchanan,Virginia,22138
Buckingham,Virginia,17004
Campbell,Virginia,55170
Caroline,Virginia,30184
Carroll,Virginia,29738
Charles City,Virginia,6995
Charlotte,Virginia,12095
Chesterfield,Virginia,339447
Clarke,Virginia,14365
Craig,Virginia,5113
Culpeper,Virginia,50450
Cumberland,Virginia,9786
Dickenson,Virginia,14960
Dinwiddie,Virginia,28308
Essex,Virginia,11036
Fairfax,Virginia,1143529
Fauquier,Virginia,69115
Floyd,Virginia,15666
Fluvanna,Virginia,26282
Franklin,Virginia,56233
Frederick,Virginia,85153
Giles,Virginia,16814
Gloucester,Virginia,37161
Goochland,Virginia,22482
Grayson,Virginia,15811
Greene,Virginia,19410
Greensville,Virginia,11659
Halifax,Virginia,34779
Hanover,Virginia,104449
Henrico,Virginia,325642
Henry,Virginia,51588
Highland,Virginia,2214
Isle of Wight,Virginia,36372
James City,Virginia,74153
King and Queen,Virginia,7052
King George,Virginia,25890
King William,Virginia,16497
Lancaster,Virginia,10804
Lee,Virginia,24134
Loudoun,Virginia,385143
Louisa,Virginia,35380
Lunenburg,Virginia,12278
Madison,Virginia,13139
Mathews,Virginia,8796
Mecklenburg,Virginia,30847
Middlesex,Virginia,10700
Montgomery,Virginia,97997
Nelson,Virginia,14812
New Kent,Virginia,21103
Northampton,Virginia,11957
Northumberland,Virginia,12223
Nottoway,Virginia,15500
Orange,Virginia,35612
Page,Virginia,23749
Patrick,Virginia,17859
Pittsylvania,Virginia,61676
Powhatan,Virginia,28574
Prince Edward,Virginia,22956
Prince George,Virginia,37894
Prince William,Virginia,456749
Pulaski,Virginia,34234
Rappahannock,Virginia,7332
Richmond,Virginia,8878
Roanoke,Virginia,93583
Rockbridge,Virginia,22509
Rockingham,Virginia,79444
Russell,Virginia,27408
Scott,Virginia,22009
Shenandoah,Virginia,43045
Smyth,Virginia,31059
Southampton,Virginia,17939
Spotsylvania,Virginia,131412
Stafford,Virginia,144012
Surry,Virginia,6600
Sussex,Virginia,11486
Tazewell,Virginia,42080
Warren,Virginia,39449
Washington,Virginia,54406
Westmoreland,Virginia,17638
Wise,Virginia,39025
Wythe,Virginia,28940
York,Virginia,67587
Alexandria city,Virginia,156505
Bristol city,Virginia,16843
Buena Vista city,Virginia,6399
Charlottesville city,Virginia,47042
Chesapeake city,Virginia,237820
Colonial Heights city,Virginia,17593
Covington city,Virginia,5582
Danville city,Virginia,41512
Emporia city,Virginia,5381
Fairfax city,Virginia,23865
Falls Church city,Virginia,14067
Franklin city,Virginia,8211
Fredericksburg city,Virginia,28469
Galax city,Virginia,6638
Hampton city,Virginia,135583
Harrisonburg city,Virginia,53391
Hopewell city,Virginia,22408
Lexington city,Virginia,7110
Lynchburg city,Virginia,80131
Manassas city,Virginia,41457
Manassas Park city,Virginia,16423
Martinsville city,Virginia,13101
Newport News city,Virginia,180145
Norfolk city,Virginia,245592
Norton city,Virginia,3990
Petersburg city,Virginia,31827
Poquoson city,Virginia,12039
Portsmouth city,Virginia,95311
Radford city,Virginia,17630
Richmond city,Virginia,223787
Roanoke city,Virginia,99621
Salem city,Virginia,25519
Staunton city,Virginia,24452
Suffolk city,Virginia,89160
Virginia Beach city,Virginia,450135
Waynesboro city,Virginia,21926
Williamsburg city,Virginia,14788
Winchester city,Virginia,27789
Adams,Washington,19452
Asotin,Washington,22337
Benton,Washington,194168
Chelan,Washington,75757
Clallam,Washington,74487
Clark,Washington,465384
Columbia,Washington,4001
Cowlitz,Washington,105112
Douglas,Washington,41371
Ferry,Washington,7576
Franklin,Washington,90660
Garfield,Washington,2224
Grant,Washington,94860
Grays Harbor,Washington,71967
Island,Washington,81636
Jefferson,Washington,30856
King,Washington,2163257
Kitsap,Washington,262475
Kittitas,Washington,44825
Klickitat,Washington,21396
Lewis,Washington,76947
Lincoln,Washington,10435
Mason,Washington,62627
Okanogan,Washington,41638
Pacific,Washington,21281
Pend Oreille,Washington,13219
Pierce,Washington,859840
San Juan,Washington,16473
Skagit,Washington,123907
Skamania,Washington,11620
Snohomish,Washington,786620
Spokane,Washington,497875
Stevens,Washington,44214
Thurston,Washington,274684
Wahkiakum,Washington,4189
Walla Walla,Washington,60236
Whatcom,Washington,216812
Whitman,Washington,48593
Yakima,Washington,249325
Barbour,West Virginia,16730
Berkeley,West Virginia,113495
Boone,West Virginia,22817
Braxton,West Virginia,14282
Brooke,West Virginia,22772
Cabell,West Virginia,95318
Calhoun,West Virginia,7396
Clay,West Virginia,8785
Doddridge,West Virginia,8536
Fayette,West Virginia,44126
Gilmer,West Virginia,8205
Grant,West Virginia,11641
Greenbrier,West Virginia,35347
Hampshire,West Virginia,23363
Hancock,West Virginia,29680
Hardy,West Virginia,13842
Harrison,West Virginia,68209
Jackson,West Virginia,29018
Jefferson,West Virginia,56179
Kanawha,West Virginia,185710
Lewis,West Virginia,16276
Lincoln,West Virginia,21078
Logan,West Virginia,33801
McDowell,West Virginia,19217
Marion,West Virginia,56497
Marshall,West Virginia,31645
Mason,West Virginia,26939
Mercer,West Virginia,60486
Mineral,West Virginia,27278
Mingo,West Virginia,24741
Monongalia,West Virginia,105252
Monroe,West Virginia,13467
Morgan,West Virginia,17624
Nicholas,West Virginia,25324
Ohio,West Virginia,42547
Pendleton,West Virginia,7056
Pleasants,West Virginia,7507
Pocahontas,West Virginia,8531
Preston,West Virginia,33837
Putnam,West Virginia,56652
Raleigh,West Virginia,76232
Randolph,West Virginia,29065
Ritchie,West Virginia,9932
Roane,West Virginia,14205
Summers,West Virginia,13018
Taylor,West Virginia,16951
Tucker,West Virginia,7027
Tyler,West Virginia,8909
Upshur,West Virginia,24605
Wayne,West Virginia,40708
Webster,West Virginia,8518
Wetzel,West Virginia,15614
Wirt,West Virginia,5797
Wood,West Virginia,85556
Wyoming,West Virginia,21711
Adams,Wisconsin,20073
Ashland,Wisconsin,15712
Barron,Wisconsin,45252
Bayfield,Wisconsin,14992
Brown,Wisconsin,259786
Buffalo,Wisconsin,13167
Burnett,Wisconsin,15258
Calumet,Wisconsin,49807
Chippewa,Wisconsin,63635
Clark,Wisconsin,34491
Columbia,Wisconsin,56954
Crawford,Wisconsin,16288
Dane,Wisconsin,529843
Dodge,Wisconsin,87776
Door,Wisconsin,27439
Douglas,Wisconsin,43402
Dunn,Wisconsin,44498
Eau Claire,Wisconsin,102991
Florence,Wisconsin,4337
Fond du Lac,Wisconsin,102315
Forest,Wisconsin,9018
Grant,Wisconsin,51828
Green,Wisconsin,36864
Green Lake,Wisconsin,18757
Iowa,Wisconsin,23620
Iron,Wisconsin,5715
Jackson,Wisconsin,20506
Jefferson,Wisconsin,84652
Juneau,Wisconsin,26419
Kenosha,Wisconsin,168330
Kewaunee,Wisconsin,20360
La Crosse,Wisconsin,117850
Lafayette,Wisconsin,16735
Langlade,Wisconsin,19164
Lincoln,Wisconsin,27848
Manitowoc,Wisconsin,79407
Marathon,Wisconsin,135264
Marinette,Wisconsin,40537
Marquette,Wisconsin,15207
Menominee,Wisconsin,4579
Milwaukee,Wisconsin,954209
Monroe,Wisconsin,45502
Oconto,Wisconsin,37556
Oneida,Wisconsin,35345
Outagamie,Wisconsin,184754
Ozaukee,Wisconsin,88284
Pepin,Wisconsin,7262
Pierce,Wisconsin,41603
Polk,Wisconsin,43349
Portage,Wisconsin,70599
Price,Wisconsin,13490
Racine,Wisconsin,195398
Richland,Wisconsin,17539
Rock,Wisconsin,161769
Rusk,Wisconsin,14183
St. Croix,Wisconsin,87917
Sauk,Wisconsin,63596
Sawyer,Wisconsin,16370
Shawano,Wisconsin,41009
Sheboygan,Wisconsin,115205
Taylor,Wisconsin,20356
Trempealeau,Wisconsin,29438
Vernon,Wisconsin,30516
Vilas,Wisconsin,21593
Walworth,Wisconsin,103013
Washburn,Wisconsin,15689
Washington,Wisconsin,134535
Waukesha,Wisconsin,398879
